City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Badamdar,AZ,2021-10-09 20:44:51,40.3394,49.8039,55.35,60,47,10.87
279,Hawalli,KW,2021-10-09 20:44:52,29.2833,47.9972,89.69,19,0,8.99
280,Narsaq,GL,2021-10-09 20:42:55,60.9167,-46.05,35.82,58,3,3.29
281,Kaitangata,NZ,2021-10-09 20:44:52,-46.2817,169.8464,52.05,63,2,2.84
282,Yar-Sale,RU,2021-10-09 20:44:53,66.8333,70.8333,28.72,84,18,16.22
283,Akyab,MM,2021-10-09 20:43:23,20.15,92.9,80.2,86,46,3.98
284,Oksfjord,NO,2021-10-09 20:44:53,70.2396,22.3479,43.72,91,100,9.78
285,Codrington,AU,2021-10-09 20:44:54,-38.2667,141.9667,48.15,67,37,8.05
286,Fare,PF,2021-10-09 20:44:54,-16.7,-151.0167,77.88,69,0,3.0
287,Nome,US,2021-10-09 20:43:19,64.5011,-165.4064,39.16,69,1,0.0
288,Kavieng,PG,2021-10-09 20:42:30,-2.5744,150.7967,80.96,80,89,8.61
289,Kant,IN,2021-10-09 20:44:54,27.8,79.8,75.42,58,0,0.85
290,Sao Joao Da Barra,BR,2021-10-09 20:40:16,-21.6403,-41.0511,71.69,79,100,9.51
291,Cape Coast,GH,2021-10-09 20:44:55,5.1053,-1.2466,78.73,88,100,12.26
292,Buraydah,SA,2021-10-09 20:44:55,26.326,43.975,84.65,16,0,8.81
293,Akdepe,TM,2021-10-09 20:44:56,42.0551,59.3788,41.0,58,5,7.96
