City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
351,Adrar,MR,20.5022,-10.0711,88.59,13,85,10.92,overcast clouds
352,Luganville,VU,-15.5333,167.1667,79.07,83,91,14.09,overcast clouds
353,Grong,NO,64.4654,12.3149,53.67,96,100,4.52,light rain
354,Marawi,PH,7.9986,124.2928,65.64,90,100,4.23,overcast clouds
355,Aksarka,RU,66.5606,67.7975,28.42,70,23,12.01,few clouds
356,Vao,NC,-22.6667,167.4833,69.69,62,59,14.54,broken clouds
357,Xining,CN,36.6167,101.7667,34.14,78,100,1.45,overcast clouds
358,Kasongo,CD,-4.45,26.6667,70.59,90,98,3.15,overcast clouds
359,San Andres,CO,12.5847,-81.7006,84.22,79,75,9.22,broken clouds
360,Alindao,CF,5.0267,21.2088,71.49,96,100,1.43,light rain
361,Changji,CN,44.0167,87.3167,38.19,60,0,4.47,clear sky
362,Frydlant Nad Ostravici,CZ,49.5928,18.3597,40.3,70,0,3.94,clear sky
363,Talgar,KZ,43.3027,77.2395,37.56,70,40,4.47,scattered clouds
364,Luwuk,ID,-0.9516,122.7875,76.6,77,88,3.67,light rain
365,Clyde River,CA,70.4692,-68.5914,34.61,73,100,12.26,overcast clouds
366,Rio De Janeiro,BR,-22.9028,-43.2075,69.76,78,90,10.36,overcast clouds
367,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,83,57,9.13,broken clouds
368,Seoul,KR,37.5683,126.9778,72.84,84,87,3.51,overcast clouds
369,Kayerkan,RU,69.3497,87.7602,20.17,93,100,13.42,light snow
370,Plettenberg Bay,ZA,-34.0527,23.3716,55.2,77,1,7.14,clear sky
371,Sultepec,MX,18.8667,-99.95,71.49,76,68,3.4,broken clouds
372,Bilibino,RU,68.0546,166.4372,7.43,95,100,0.56,overcast clouds
373,At-Bashi,KG,41.1702,75.8106,36.25,61,64,6.67,broken clouds
374,Huayang,CN,34.4155,109.9939,36.05,81,99,7.56,overcast clouds
375,Thyolo,MW,-16.0678,35.1405,70.95,27,0,4.36,clear sky
376,Tabat,ID,-2.635,115.2274,74.32,91,95,1.63,overcast clouds
377,Cruzeiro Do Sul,BR,-29.5128,-51.9853,67.51,97,100,3.02,overcast clouds
378,Rincon,US,32.296,-81.2354,80.51,86,40,11.5,scattered clouds
379,Poya,NC,-21.35,165.15,76.51,50,0,5.28,clear sky
380,Kaka,TM,37.3482,59.6143,45.73,35,0,3.38,clear sky
381,Qasigiannguit,GL,68.8193,-51.1922,30.45,78,100,4.72,overcast clouds
382,Dubrovnik,HR,42.6481,18.0922,59.63,71,75,12.66,broken clouds
383,Sabha,LY,27.0377,14.4283,77.27,15,0,8.57,clear sky
384,Torit,SS,4.4133,32.5678,73.62,78,42,3.18,scattered clouds
385,Leshukonskoye,RU,64.8989,45.7622,32.59,88,100,3.58,overcast clouds
386,Port Hardy,CA,50.6996,-127.4199,49.57,96,100,14.65,moderate rain
387,Hof,DE,50.3167,11.9167,43.11,74,3,3.0,clear sky
388,Anloga,GH,5.7947,0.8973,80.55,84,91,13.18,overcast clouds
389,Tirano,IT,46.2154,10.1679,55.6,99,94,1.95,overcast clouds
390,Havre-Saint-Pierre,CA,50.2334,-63.5986,45.0,61,58,4.5,broken clouds
391,Lugovoy,KZ,42.9472,72.7644,47.28,94,100,10.74,overcast clouds
392,Grindavik,IS,63.8424,-22.4338,43.27,93,75,14.97,broken clouds
393,Itaituba,BR,-4.2761,-55.9836,85.69,52,53,2.86,broken clouds
394,Loveland,US,40.3978,-105.075,72.91,30,1,1.99,clear sky
395,San Quintin,MX,30.4833,-115.95,69.84,59,23,23.42,few clouds
396,Uyuni,BO,-20.4597,-66.825,61.14,22,4,14.03,clear sky
397,Pamanukan,ID,-6.2842,107.8106,79.03,73,80,4.16,broken clouds
398,Talakan,RU,50.3167,130.3667,50.14,96,100,9.69,overcast clouds
399,Desur,IN,12.4333,79.4833,78.3,80,95,3.13,overcast clouds
400,Goderich,CA,43.7501,-81.7165,69.91,88,17,7.99,few clouds
401,Sampit,ID,-2.5333,112.95,74.21,97,92,1.16,overcast clouds
402,Altamira,BR,-3.2033,-52.2064,83.97,55,80,3.71,broken clouds
403,Tutoia,BR,-2.7619,-42.2744,80.44,82,92,13.67,overcast clouds
404,Sao Filipe,CV,14.8961,-24.4956,80.56,74,3,9.66,clear sky
405,Tazovskiy,RU,67.4667,78.7,28.83,73,42,17.34,scattered clouds
406,Locri,IT,38.2414,16.2623,68.16,85,88,5.32,light rain
407,Alanya,TR,36.5438,31.9998,64.53,35,0,4.72,clear sky
408,Taoudenni,ML,22.6783,-3.9836,93.6,9,86,7.56,overcast clouds
409,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,82.33,76,99,2.42,overcast clouds
410,Kyra,RU,49.5776,111.9753,28.4,81,9,5.12,clear sky
411,Pathein,MM,16.7833,94.7333,76.44,92,91,1.43,overcast clouds
412,Turukhansk,RU,65.8167,87.9833,23.43,75,100,18.03,overcast clouds
413,Codrington,AU,-38.2667,141.9667,52.41,63,29,9.48,scattered clouds
414,Ukiah,US,39.1502,-123.2078,76.86,33,1,5.75,clear sky
415,Roma,US,43.2128,-75.4557,67.86,66,1,12.66,clear sky
416,Kolding,DK,55.4904,9.4722,51.75,87,100,4.61,overcast clouds
417,Bardiyah,LY,31.7561,25.0865,74.64,57,0,10.25,clear sky
418,Hobyo,SO,5.3505,48.5268,78.12,87,40,14.45,scattered clouds
419,Buraydah,SA,26.326,43.975,77.63,17,0,8.23,clear sky
420,Jales,BR,-20.2689,-50.5458,83.93,50,92,7.76,very heavy rain
421,Borogontsy,RU,62.6683,131.1683,28.6,96,100,6.44,overcast clouds
422,Veraval,IN,20.9,70.3667,81.55,80,57,3.29,broken clouds
423,Bairiki,KI,1.3292,172.9752,84.2,70,20,9.22,few clouds
424,Coihaique,CL,-45.5752,-72.0662,58.95,55,20,3.44,few clouds
425,Lulea,SE,65.5842,22.1547,48.27,100,90,8.05,overcast clouds
426,Shar,KZ,49.5886,81.0453,38.17,54,7,7.25,clear sky
427,Dauphin,CA,51.1494,-100.0502,58.95,39,100,5.39,overcast clouds
428,Campbell River,CA,50.0163,-125.2446,50.27,89,100,10.0,overcast clouds
429,Dryden,CA,49.7833,-92.7503,61.59,88,94,4.7,overcast clouds
430,Soe,ID,-9.8607,124.284,66.85,67,95,3.15,overcast clouds
431,Kasiri,SL,8.9412,-13.1148,78.39,89,92,5.79,moderate rain
432,Saint Marys,US,30.7305,-81.5465,84.22,75,1,5.99,clear sky
433,Skuodas,LT,56.2667,21.5333,42.58,78,78,5.7,broken clouds
434,Prince Rupert,CA,54.3161,-130.3201,46.49,93,90,3.44,light rain
435,Chuy,UY,-33.6971,-53.4616,56.75,80,14,8.97,few clouds
436,Rio Gallegos,AR,-51.6226,-69.2181,69.85,21,0,29.93,clear sky
437,Kargasok,RU,59.0556,80.8572,34.9,89,100,9.13,overcast clouds
438,Praya,CV,14.9215,-23.5087,79.34,83,20,9.22,few clouds
439,Jumla,NP,29.2747,82.1838,50.79,81,4,4.68,clear sky
440,Winnemucca,US,40.973,-117.7357,59.05,38,20,9.22,few clouds
441,Urumqi,CN,43.801,87.6005,34.75,60,0,4.47,clear sky
442,Kartaly,RU,53.0522,60.6467,39.54,81,9,6.35,clear sky
443,Joshimath,IN,30.5667,79.5667,58.71,44,0,4.12,clear sky
444,Paraiso,CR,9.8383,-83.8656,72.88,74,41,3.11,scattered clouds
445,Chemax,MX,20.65,-87.9333,81.93,75,82,5.75,broken clouds
446,Inta,RU,66.0317,60.1659,28.9,83,55,9.78,broken clouds
447,Kruisfontein,ZA,-34.0033,24.7314,56.88,81,3,9.51,clear sky
448,Felipe Carrillo Puerto,MX,19.5833,-88.05,85.78,72,100,3.02,overcast clouds
449,Masumbwe,TZ,-3.6333,32.1833,72.12,63,45,5.3,scattered clouds
450,Nha Trang,VN,12.25,109.1833,78.8,81,99,4.36,overcast clouds
451,Nurota,UZ,40.5614,65.6886,39.29,48,4,11.01,clear sky
452,Moorhead,US,46.8739,-96.7676,62.98,93,90,7.0,thunderstorm with rain
453,Gezing,AT,47.9178,13.1299,43.68,93,0,2.3,clear sky
454,Kultuk,RU,51.7208,103.6956,34.95,65,20,6.53,few clouds
455,Shimoda,JP,34.6667,138.95,73.51,87,74,10.4,broken clouds
456,Thinadhoo,MV,0.5333,72.9333,82.87,73,100,10.98,overcast clouds
457,Pauini,BR,-7.7136,-66.9764,87.01,55,95,3.09,overcast clouds
458,Takapau,NZ,-40.0333,176.35,58.73,53,38,10.11,scattered clouds
459,Batemans Bay,AU,-35.7167,150.1833,66.2,76,100,6.71,overcast clouds
460,Luz,BR,-19.8014,-45.6856,74.66,78,87,6.04,light rain
461,Puerto Escondido,MX,15.85,-97.0667,82.58,81,100,7.87,overcast clouds
462,Beringovskiy,RU,63.05,179.3167,30.34,93,100,6.71,light snow
463,Aksay,RU,47.26,39.87,50.22,26,100,13.53,overcast clouds
464,Sorong,ID,-0.8833,131.25,78.53,91,74,7.38,broken clouds
465,Pando,UY,-34.7167,-55.95,61.2,77,20,17.27,few clouds
466,Brae,GB,60.3964,-1.353,51.71,93,62,14.34,broken clouds
467,Nurlat,RU,54.4277,50.8051,40.3,86,77,4.56,broken clouds
468,Darhan,MN,49.4867,105.9228,33.1,62,1,6.58,clear sky
469,San Patricio,US,28.017,-97.5169,90.28,48,0,13.53,clear sky
470,Wajima,JP,37.4,136.9,71.51,84,31,6.76,scattered clouds
471,Hamilton,US,39.1834,-84.5333,80.83,66,20,1.01,few clouds
472,Alofi,NU,-19.0595,-169.9187,77.97,77,98,8.46,overcast clouds
473,Pangkalanbuun,ID,-2.6833,111.6167,74.41,98,69,1.77,broken clouds
474,San Vicente De Canete,PE,-13.0751,-76.3835,64.92,84,82,8.08,broken clouds
475,Calama,CL,-22.4667,-68.9333,70.29,10,0,28.77,clear sky
476,Marystown,CA,47.1666,-55.1483,45.86,100,41,8.01,scattered clouds
477,Saint-Joseph,RE,-21.3667,55.6167,70.18,82,38,13.47,light rain
478,Bayir,TR,37.2687,28.2167,55.92,78,0,2.3,clear sky
479,Bathsheba,BB,13.2167,-59.5167,77.61,88,75,24.16,broken clouds
480,Moura,PT,38.1401,-7.4486,70.41,36,94,2.55,overcast clouds
481,Nhulunbuy,AU,-12.2333,136.7667,81.21,78,57,6.91,broken clouds
482,San Roque,ES,36.2107,-5.3842,67.78,90,42,14.54,scattered clouds
483,Sarankhola,BD,22.3082,89.7897,77.92,89,1,3.56,clear sky
484,Marzuq,YE,14.4,46.4667,76.44,64,30,1.3,scattered clouds
485,Bambanglipuro,ID,-7.95,110.2833,55.6,91,41,3.02,scattered clouds
486,Aripuana,BR,-9.1667,-60.6333,86.07,52,99,1.3,overcast clouds
487,Njombe,TZ,-9.3333,34.7667,54.61,96,48,5.01,scattered clouds
488,Moree,AU,-29.4667,149.85,72.64,54,44,21.05,scattered clouds
489,Artigas,UY,-30.4,-56.4667,63.54,85,87,16.22,overcast clouds
490,Ericeira,PT,38.9627,-9.4156,65.35,95,44,10.11,scattered clouds
491,Kisangani,CD,0.5167,25.2,74.41,83,88,2.51,light rain
492,Sinnamary,GF,5.3833,-52.95,82.02,78,100,13.58,overcast clouds
493,Tromso,NO,69.6496,18.957,48.22,87,75,1.99,light intensity shower rain
494,San Policarpo,PH,12.1791,125.5072,80.31,79,100,17.45,heavy intensity rain
495,Zonnebeke,BE,50.8726,2.9873,51.91,92,40,3.56,scattered clouds
496,Khorramshahr,IR,30.4397,48.1664,66.15,9,0,13.4,clear sky
497,Vsevolozhsk,RU,60.0204,30.6372,54.9,87,99,5.01,overcast clouds
498,Lavrentiya,RU,65.5833,-171.0,31.26,78,66,9.51,broken clouds
499,Broome,US,42.2506,-75.833,64.33,73,75,1.99,broken clouds
500,Horsham,GB,51.064,-0.3272,55.63,78,40,1.14,mist
501,Kampene,CD,-3.6,26.6667,69.31,97,100,2.95,overcast clouds
502,Fort-Shevchenko,KZ,44.5086,50.263,50.2,56,6,7.09,clear sky
503,Jardim,BR,-21.4803,-56.1381,74.12,96,91,8.86,overcast clouds
504,Ban Nahin,LA,18.2418,104.2122,74.26,98,100,1.77,overcast clouds
505,Bom Jesus Do Galho,BR,-19.8289,-42.3161,68.25,78,98,6.82,overcast clouds
506,Aplahoue,BJ,6.9333,1.6833,75.31,95,99,4.76,overcast clouds
507,Garelochhead,GB,56.082,-4.8291,53.29,94,40,3.71,scattered clouds
508,Nemuro,JP,43.3236,145.575,57.22,88,65,18.72,broken clouds
509,Yichun,CN,47.7,128.9,53.28,81,100,16.55,overcast clouds
510,Black Forest,US,39.0131,-104.7008,68.49,18,20,8.99,few clouds
511,Kirakira,SB,-10.4544,161.9205,81.66,78,85,2.86,overcast clouds
512,Mozarlandia,BR,-14.7447,-50.5706,94.71,24,98,4.47,overcast clouds
513,Ribeira Do Pombal,BR,-10.8344,-38.5358,76.32,65,19,14.97,few clouds
514,Yar-Sale,RU,66.8333,70.8333,28.99,88,34,16.84,scattered clouds
515,Nyurba,RU,63.2842,118.3319,36.41,96,100,11.92,light rain
516,Weymouth,US,42.2209,-70.9398,61.11,80,75,1.01,broken clouds
517,Nanakuli,US,21.3906,-158.1547,84.15,66,75,18.41,light intensity drizzle
518,Sur,OM,22.5667,59.5289,82.96,52,5,6.96,clear sky
519,Corowa,AU,-36.0333,146.3833,58.37,90,100,4.07,overcast clouds
520,Nicoya,CR,10.1483,-85.452,87.35,83,89,2.19,overcast clouds
521,Fare,PF,-16.7,-151.0167,78.12,68,0,2.73,clear sky
522,Jaysingpur,IN,16.779,74.5564,72.66,94,100,4.03,overcast clouds
523,Izhma,RU,65.0083,53.9113,30.63,76,47,3.62,scattered clouds
524,Mattru,SL,7.6244,-11.8332,75.45,94,100,1.23,light rain
525,Saint-Louis,SN,16.3333,-15.0,88.77,44,99,14.23,overcast clouds
526,Bosaso,SO,11.2842,49.1816,84.78,71,33,2.84,scattered clouds
527,Poopo,BO,-18.3667,-66.9667,46.51,77,65,15.9,broken clouds
528,Vestmannaeyjar,IS,63.4427,-20.2734,46.22,82,100,7.02,overcast clouds
529,Huaraz,PE,-9.5333,-77.5333,58.05,80,99,4.32,light rain
530,Tagusao,PH,9.1924,117.8141,81.18,79,100,11.18,light rain
531,Novobelokatay,RU,55.7062,58.9549,42.28,91,100,6.29,overcast clouds
532,Maralal,KE,1.0968,36.698,62.19,77,92,7.11,overcast clouds
533,Iwanai,JP,42.9744,140.5089,53.91,84,63,9.84,broken clouds
534,Saint Anthony,US,45.0205,-93.218,77.31,69,1,5.01,clear sky
535,Bayan,CN,46.0833,127.4,52.14,51,100,19.06,overcast clouds
536,Asau,RO,46.4333,26.4,41.76,68,17,4.72,light rain
537,Charagua,BO,-19.8,-63.2167,76.57,68,95,5.23,moderate rain
538,Bam,IR,29.106,58.357,67.05,28,0,10.63,clear sky
539,Kharp,RU,66.8014,65.8081,26.31,87,21,8.19,few clouds
540,Malakal,SS,9.5334,31.6605,76.24,86,98,4.79,light rain
541,Machiques,VE,10.0644,-72.545,85.48,69,100,6.38,overcast clouds
542,Berezovyy,RU,51.6667,135.7,38.35,93,100,4.0,overcast clouds
543,Kloulklubed,PW,7.0419,134.2556,75.7,78,84,21.05,moderate rain
544,Cotonou,BJ,6.3654,2.4183,80.02,85,100,8.86,moderate rain
545,Ahipara,NZ,-35.1667,173.1667,57.61,72,99,10.33,overcast clouds
546,Boromo,BF,11.75,-2.9333,83.93,54,28,7.0,scattered clouds
547,Irondequoit,US,43.2134,-77.5797,67.48,79,90,3.0,overcast clouds
548,Parabel,RU,58.6978,81.4825,35.22,86,100,8.23,overcast clouds
549,Hellvik,NO,59.9156,5.781,56.77,84,100,11.99,light rain
550,Bowen,AU,-20.0167,148.2333,76.14,67,7,16.06,clear sky
551,Koungou,YT,-12.7336,45.2042,74.91,83,0,4.61,clear sky
552,Bac Lieu,VN,9.285,105.7244,77.74,90,100,9.55,overcast clouds
553,Orange Cove,US,36.6244,-119.3137,71.82,26,0,6.24,clear sky
554,Dunbar,US,38.3606,-81.7374,78.66,78,75,3.44,broken clouds
555,Marsh Harbour,BS,26.5412,-77.0636,82.51,64,99,5.5,light rain
556,Diffa,NE,13.3154,12.6113,87.62,16,18,6.24,few clouds
557,Kadaya,RU,50.9327,119.2911,35.74,80,100,13.27,overcast clouds
558,Praia,CV,14.9215,-23.5087,79.34,83,20,9.22,few clouds
559,Severo-Kurilsk,RU,50.6789,156.125,45.93,75,20,12.86,few clouds
560,Antofagasta,CL,-23.65,-70.4,58.28,69,5,10.02,clear sky
561,Iquique,CL,-20.2208,-70.1431,62.64,78,29,7.74,scattered clouds
562,Nago,JP,26.5881,127.9761,82.47,80,7,18.77,clear sky
563,Afzalpur,IN,17.2,76.35,76.32,85,99,7.31,overcast clouds
564,Kristiansund,NO,63.1115,7.732,59.65,77,75,6.91,drizzle
565,Nantucket,US,41.2835,-70.0995,61.02,85,100,19.53,overcast clouds
566,Vanino,RU,49.0869,140.2543,49.73,81,100,6.62,light rain
567,Beloha,MG,-25.1667,45.05,68.02,77,1,4.7,clear sky
568,Kingsville,US,27.5159,-97.8561,90.28,54,1,3.0,clear sky
569,Canita,PA,9.2097,-78.8811,82.49,84,52,1.03,broken clouds
570,Chernivtsi,UA,48.2915,25.9403,37.89,51,18,0.2,few clouds
571,Kaliua,TZ,-5.0606,31.7936,78.4,46,90,3.56,overcast clouds
572,Asfi,MA,32.2994,-9.2372,68.88,92,80,15.52,broken clouds
573,Baruun-Urt,MN,46.6806,113.2792,28.38,79,5,12.93,clear sky
574,Masunga,BW,-20.6246,27.4488,75.99,29,23,4.27,few clouds
575,Arman,RU,59.7,150.1667,29.23,53,5,4.79,clear sky
576,Ulaangom,MN,49.9811,92.0667,31.68,60,0,3.11,clear sky
577,Pervomayskoye,RU,43.919,46.7102,52.14,63,76,14.38,broken clouds
578,Maniitsoq,GL,65.4167,-52.9,33.17,69,100,14.32,overcast clouds
579,Manjacaze,MZ,-24.7117,33.8828,72.34,78,5,10.38,clear sky
580,Beberibe,BR,-4.1797,-38.1306,80.64,77,89,12.33,overcast clouds
581,Seydi,TM,39.4816,62.9137,44.8,38,5,9.55,clear sky
582,Arawa,PG,-6.2132,155.5367,82.42,78,51,2.71,light rain
583,Manta,EC,-0.95,-80.7333,74.98,78,75,9.22,broken clouds
584,Manaus,BR,-3.1019,-60.025,84.69,74,40,2.3,scattered clouds
585,Kalmunai,LK,7.4167,81.8167,80.47,73,100,4.43,overcast clouds
586,Korla,CN,41.7597,86.1469,44.47,46,5,1.7,clear sky
587,Salalah,OM,17.0151,54.0924,82.49,78,20,4.61,few clouds
588,Chicama,PE,-7.8447,-79.1469,59.54,70,33,8.52,scattered clouds
589,Verkhoyansk,RU,67.5447,133.385,31.32,57,100,8.72,overcast clouds
590,Napoleon,US,41.3923,-84.1252,79.36,70,35,4.72,scattered clouds
591,Novyy Urengoy,RU,66.0833,76.6333,27.64,85,57,14.72,broken clouds
592,Quatre Cocos,MU,-20.2078,57.7625,73.09,76,13,17.56,few clouds
593,Kolyshley,RU,52.7005,44.5367,39.11,68,6,5.35,clear sky
594,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,75,20,2.24,few clouds
595,Lafia,NG,8.4833,8.5167,76.62,94,100,3.44,light rain
596,Puerto Colombia,CO,10.9878,-74.9547,78.89,78,31,8.99,scattered clouds
597,Lillooet,CA,50.6856,-121.942,55.36,67,100,7.87,overcast clouds
598,Araguari,BR,-18.6472,-48.1872,79.59,45,82,2.48,broken clouds
599,Ajdabiya,LY,30.7554,20.2263,78.46,28,0,11.25,clear sky
600,Saryozek,KZ,44.3583,77.9753,43.41,31,100,3.02,overcast clouds
601,Sambava,MG,-14.2667,50.1667,69.94,79,18,11.77,few clouds
602,Auki,SB,-8.7676,160.7034,83.66,67,100,1.39,overcast clouds
603,Taltal,CL,-25.4,-70.4833,61.74,62,16,5.77,few clouds
604,Kimbe,PG,-5.5502,150.1429,80.31,84,100,2.57,light rain
605,Kavaratti,IN,10.5669,72.642,82.08,80,96,11.21,light rain
606,Manokwari,ID,-0.8667,134.0833,80.83,75,36,3.13,scattered clouds
607,Kandrian,PG,-6.2167,149.55,78.91,88,100,4.76,light rain
608,Severobaykalsk,RU,55.65,109.3167,36.59,85,99,9.01,light rain
609,Rognan,NO,67.0953,15.3878,54.75,87,100,6.67,overcast clouds
610,Dulce Nombre De Culmi,HN,15.1,-85.5333,95.23,57,95,3.91,overcast clouds
611,Belyy Yar,RU,53.6039,91.3903,44.49,61,0,13.42,clear sky
612,Thabazimbi,ZA,-24.5917,27.4116,73.0,19,2,6.42,clear sky
613,Chengde,CN,40.9725,117.9361,49.08,52,58,12.15,broken clouds
614,Cambrils,ES,41.0748,1.0524,65.05,85,20,3.44,few clouds
615,Sisimiut,GL,66.9395,-53.6735,33.21,68,100,11.95,overcast clouds
616,Amahai,ID,-3.3333,128.9167,78.01,88,81,2.39,broken clouds
617,Lermontovka,RU,47.1453,134.3383,51.51,93,100,14.2,moderate rain
618,Abu Samrah,SY,35.3029,37.1841,72.27,29,0,5.75,clear sky
619,Normandin,CA,48.8333,-72.5321,59.61,81,92,5.44,overcast clouds
620,Bubaque,GW,11.2833,-15.8333,82.74,75,69,12.12,broken clouds
621,Peterhead,GB,57.5058,-1.7981,53.71,90,100,10.04,overcast clouds
622,Sale,MA,34.0389,-6.8166,67.64,100,40,0.0,mist
623,Teluknaga,ID,-6.0989,106.6381,85.62,88,40,4.0,haze
624,Monopoli,IT,40.9559,17.2896,64.24,77,100,9.33,overcast clouds
625,Khani,GE,41.9563,42.9566,51.37,72,1,5.01,clear sky
626,Suntar,RU,62.1444,117.6319,37.22,95,100,11.25,overcast clouds
627,Turcianske Teplice,SK,48.8623,18.8605,37.65,78,1,4.05,clear sky
628,Lashio,MM,22.9333,97.75,66.02,99,97,0.83,overcast clouds
629,Stromness,GB,58.965,-3.296,53.87,87,47,10.0,scattered clouds
630,Ankara,TR,39.9199,32.8543,61.21,51,0,1.14,clear sky
631,Gaozhou,CN,21.9392,110.8461,77.95,88,100,15.93,light rain
632,Tiarei,PF,-17.5333,-149.3333,84.22,69,9,3.31,clear sky
633,Lahad Datu,MY,5.0268,118.327,77.18,93,100,2.68,light rain
634,Abonnema,NG,4.7084,6.7931,76.05,92,100,3.96,overcast clouds
635,Kampong Thum,KH,12.7111,104.8887,75.29,94,99,0.89,overcast clouds
636,Narrabri,AU,-30.3167,149.7833,73.54,54,65,22.93,broken clouds
637,Rameshki,RU,57.3439,36.0453,44.46,72,93,4.38,overcast clouds
638,Zhuanghe,CN,39.7008,122.9911,59.81,57,100,10.27,overcast clouds
639,Serenje,ZM,-13.2325,30.2352,69.89,42,0,4.79,clear sky
640,Minnedosa,CA,50.2453,-99.8436,56.48,40,100,9.53,overcast clouds
641,Birjand,IR,32.8663,59.2211,52.07,39,0,4.81,clear sky
642,General Roca,AR,-39.0333,-67.5833,77.27,18,0,13.4,clear sky
643,Rio Grande,BR,-32.035,-52.0986,63.95,76,100,15.61,overcast clouds
644,Yalutorovsk,RU,56.6536,66.3006,36.01,80,94,6.35,overcast clouds
645,Kamenka,RU,51.3223,42.7678,40.98,69,31,6.58,scattered clouds
646,Ocampo,MX,21.65,-101.5,76.28,45,29,5.79,scattered clouds
647,Excelsior Springs,US,39.3392,-94.2261,89.73,26,100,18.01,overcast clouds
648,Linqiong,CN,30.4159,103.4609,63.79,96,100,3.76,overcast clouds
649,Sterlibashevo,RU,53.4376,55.2578,39.54,81,35,6.2,scattered clouds
650,Katherine,AU,-14.4667,132.2667,82.72,61,42,3.44,scattered clouds
651,Alugan,PH,12.2188,125.4808,79.95,80,100,16.49,moderate rain
652,San Pedro,PH,14.35,121.0167,79.36,91,97,4.03,overcast clouds
653,Vieksniai,LT,56.2333,22.5167,41.77,67,95,5.23,overcast clouds
654,Stornoway,GB,58.2093,-6.3865,54.93,87,40,6.91,scattered clouds
655,Aden,YE,12.7794,45.0367,85.55,75,82,10.58,broken clouds
656,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.78,76,58,8.01,broken clouds
657,Miramar,US,25.9873,-80.2323,77.02,88,20,9.22,few clouds
658,Ewa Beach,US,21.3156,-158.0072,84.15,64,75,18.41,light intensity drizzle
659,Port Augusta,AU,-32.5,137.7667,55.54,65,100,18.28,overcast clouds
660,Khorinsk,RU,52.1657,109.7726,27.95,92,20,4.41,few clouds
661,Hami,CN,42.8,93.45,42.37,36,0,5.17,clear sky
662,Imbituba,BR,-28.24,-48.6703,66.09,93,100,13.69,overcast clouds
663,Alakurtti,RU,66.9672,30.3491,43.63,99,100,3.22,overcast clouds
664,Richards Bay,ZA,-28.783,32.0377,67.55,72,100,17.38,overcast clouds
665,Curvelo,BR,-18.7564,-44.4308,75.87,67,67,8.05,heavy intensity rain
666,Harper,LR,4.375,-7.7169,76.87,90,39,7.76,scattered clouds
667,Pokhara,NP,28.2333,83.9833,66.47,80,37,4.85,scattered clouds
668,Luang Prabang,LA,19.8856,102.1347,73.22,89,99,0.36,overcast clouds
669,La Libertad,EC,-2.2333,-80.9,67.66,83,90,8.05,overcast clouds
670,Magdalena,PH,14.1999,121.429,79.43,96,88,4.23,overcast clouds
671,Basco,PH,20.4487,121.9702,83.66,80,60,24.96,broken clouds
672,Meghri,AM,38.9029,46.2446,47.62,85,28,3.8,scattered clouds
673,Golden,US,39.7555,-105.2211,73.63,24,40,14.0,scattered clouds
674,Cuamba,MZ,-14.8031,36.5372,74.01,33,0,2.39,clear sky
675,Shitanjing,CN,39.2342,106.3439,36.66,32,49,2.51,scattered clouds
676,Karratha,AU,-20.7377,116.8463,73.69,26,0,11.79,clear sky
677,Honningsvag,NO,70.9821,25.9704,42.84,88,100,7.07,overcast clouds
678,Pavino,RU,59.1139,46.1414,42.48,91,100,4.43,overcast clouds
679,Tigbinan,PH,14.1865,122.4692,74.59,93,63,2.89,light rain
680,Killybegs,IE,54.6333,-8.45,46.45,85,7,7.7,clear sky
681,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,76.42,63,81,8.1,broken clouds
682,Lircay,PE,-12.9896,-74.7205,58.62,61,91,6.64,light rain
683,Eyl,SO,7.9803,49.8164,77.23,84,24,11.65,few clouds
684,Shahr-E Kord,IR,32.3256,50.8644,51.6,50,0,2.82,clear sky
685,Mbandaka,CD,0.0487,18.2603,73.85,93,100,3.27,overcast clouds
